Sales,Ship Mode,Segment,Region,Category,Sub-Category,Order Date,Ship Date,days_to_ship
14.76,Standard Class,Corporate,Central,Furniture,Furnishings,2016-05-08,2016-11-08,184.0
239.666,Second Class,Consumer,West,Furniture,Bookcases,2018-03-09,2018-07-09,122.0
301.96,Standard Class,Consumer,South,Furniture,Tables,2016-01-11,2016-08-11,213.0
109.92,Second Class,Consumer,South,Office Supplies,Paper,2017-01-05,2017-04-05,90.0
19.44,Second Class,Consumer,South,Office Supplies,Paper,2017-01-05,2017-04-05,90.0
11.16,Second Class,Consumer,South,Office Supplies,Art,2017-01-05,2017-04-05,90.0
79.47,Second Class,Corporate,East,Office Supplies,Appliances,2015-05-08,2015-07-08,61.0
4.56,Second Class,Corporate,East,Office Supplies,Art,2015-05-08,2015-07-08,61.0
1133.35,Second Class,Corporate,East,Furniture,Chairs,2015-05-08,2015-07-08,61.0
4.672,Standard Class,Corporate,East,Office Supplies,Art,2017-04-01,2017-08-01,122.0
104.58,Standard Class,Corporate,East,Office Supplies,Binders,2017-04-01,2017-08-01,122.0
1603.136,Standard Class,Home Office,West,Furniture,Chairs,2017-07-11,2017-12-11,153.0
108.08,Same Day,Home Office,South,Office Supplies,Binders,2018-04-06,2018-04-06,0.0
9.54,Same Day,Home Office,South,Office Supplies,Binders,2018-04-06,2018-04-06,0.0
11.736,First Class,Home Office,East,Office Supplies,Art,2016-07-04,2016-09-04,62.0
192.16,Standard Class,Consumer,East,Office Supplies,Paper,2017-05-09,2017-11-09,184.0
42.76,First Class,Corporate,East,Office Supplies,Storage,2018-08-10,2018-11-10,92.0
45.68,Standard Class,Consumer,South,Office Supplies,Paper,2016-07-05,2016-12-05,153.0
44.4,Standard Class,Home Office,West,Office Supplies,Labels,2015-01-11,2015-08-11,212.0
21.4,Standard Class,Home Office,West,Office Supplies,Paper,2015-01-11,2015-08-11,212.0
71.12,Standard Class,Consumer,Central,Furniture,Furnishings,2017-03-04,2017-09-04,184.0
259.96,Standard Class,Consumer,Central,Technology,Phones,2017-03-04,2017-09-04,184.0
59.94,Same Day,Home Office,West,Office Supplies,Paper,2018-06-11,2018-06-11,0.0
45.36,Same Day,Home Office,West,Office Supplies,Paper,2018-06-11,2018-06-11,0.0
26.4,Same Day,Home Office,West,Office Supplies,Paper,2018-06-11,2018-06-11,0.0
41.4,Same Day,Home Office,West,Office Supplies,Labels,2018-06-11,2018-06-11,0.0
16.95,Same Day,Home Office,West,Technology,Accessories,2018-06-11,2018-06-11,0.0
24.704,Standard Class,Corporate,West,Office Supplies,Binders,2017-02-12,2017-07-12,150.0
59.7,Standard Class,Corporate,West,Office Supplies,Appliances,2017-02-12,2017-07-12,150.0
14.52,Standard Class,Corporate,West,Furniture,Furnishings,2017-02-12,2017-07-12,150.0
104.184,Standard Class,Corporate,West,Office Supplies,Binders,2017-02-12,2017-07-12,150.0
1099.5,Standard Class,Corporate,West,Technology,Accessories,2018-03-06,2018-08-06,153.0
1215.92,Standard Class,Corporate,South,Furniture,Tables,2015-08-04,2015-12-04,122.0
87.21,First Class,Consumer,East,Furniture,Bookcases,2018-07-07,2018-09-07,62.0
15.552,First Class,Consumer,East,Office Supplies,Paper,2018-07-07,2018-09-07,62.0
683.988,First Class,Consumer,East,Technology,Phones,2018-07-07,2018-09-07,62.0
13.392,First Class,Consumer,East,Office Supplies,Storage,2018-07-07,2018-09-07,62.0
16.776,First Class,Consumer,East,Technology,Accessories,2018-07-07,2018-09-07,62.0
527.92,First Class,Consumer,East,Technology,Accessories,2018-07-07,2018-09-07,62.0
25.4,Same Day,Home Office,West,Furniture,Furnishings,2017-04-07,2017-04-07,0.0
177.48,Same Day,Home Office,West,Technology,Phones,2017-04-07,2017-04-07,0.0
71.976,Same Day,Home Office,West,Technology,Phones,2017-04-07,2017-04-07,0.0
42.68,Same Day,Corporate,South,Office Supplies,Envelopes,2018-05-03,2018-05-03,0.0
299.97,Same Day,Corporate,South,Technology,Accessories,2018-05-03,2018-05-03,0.0
262.24,Same Day,Corporate,South,Office Supplies,Appliances,2018-05-03,2018-05-03,0.0
234.36,Same Day,Corporate,South,Office Supplies,Binders,2018-05-03,2018-05-03,0.0
240.784,Standard Class,Consumer,East,Furniture,Bookcases,2018-06-02,2018-11-02,153.0
64.96,Same Day,Corporate,East,Office Supplies,Storage,2017-11-12,2017-11-12,0.0
13.52,Same Day,Corporate,East,Office Supplies,Supplies,2017-11-12,2017-11-12,0.0
458.43,Same Day,Corporate,East,Furniture,Chairs,2017-11-12,2017-11-12,0.0
387.136,Same Day,Corporate,East,Office Supplies,Appliances,2017-11-12,2017-11-12,0.0
328.59,Same Day,Corporate,East,Furniture,Tables,2017-11-12,2017-11-12,0.0
19.76,Standard Class,Consumer,West,Furniture,Furnishings,2018-07-09,2018-11-09,123.0
109.764,Standard Class,Consumer,East,Furniture,Chairs,2016-02-11,2016-07-11,151.0
127.95,First Class,Corporate,South,Furniture,Furnishings,2018-01-04,2018-03-04,59.0
14.9,First Class,Home Office,West,Office Supplies,Paper,2017-10-03,2017-11-03,31.0
4158.912,First Class,Home Office,West,Technology,Phones,2017-10-03,2017-11-03,31.0
91.96,Standard Class,Corporate,West,Furniture,Furnishings,2015-06-04,2015-12-04,183.0
33.11,Standard Class,Corporate,West,Furniture,Furnishings,2015-06-04,2015-12-04,183.0
19.44,Standard Class,Corporate,West,Office Supplies,Paper,2015-06-04,2015-12-04,183.0
55.48,Standard Class,Corporate,West,Office Supplies,Paper,2015-06-04,2015-12-04,183.0
91.92,Second Class,Consumer,East,Office Supplies,Appliances,2015-05-10,2015-10-10,153.0
239.24,Same Day,Consumer,South,Furniture,Chairs,2018-06-07,2018-06-07,0.0
42.6,Standard Class,Consumer,South,Furniture,Furnishings,2017-04-09,2017-08-09,122.0
113.94,Standard Class,Consumer,South,Office Supplies,Binders,2017-04-09,2017-08-09,122.0
129.92,Standard Class,Consumer,South,Office Supplies,Storage,2017-04-09,2017-08-09,122.0
5.28,Standard Class,Consumer,South,Office Supplies,Art,2017-04-09,2017-08-09,122.0
14.368,Standard Class,Consumer,West,Furniture,Furnishings,2017-04-02,2017-08-02,122.0
238.152,Standard Class,Corporate,West,Furniture,Furnishings,2016-03-09,2016-08-09,153.0
16.146,Standard Class,Corporate,South,Office Supplies,Binders,2016-07-11,2016-11-11,123.0
1345.485,Standard Class,Corporate,South,Office Supplies,Binders,2016-07-11,2016-11-11,123.0
11.36,Standard Class,Home Office,East,Office Supplies,Envelopes,2015-02-03,2015-08-03,181.0
36.4,Standard Class,Home Office,East,Office Supplies,Paper,2015-02-03,2015-08-03,181.0
23.904,First Class,Consumer,East,Office Supplies,Labels,2016-05-04,2016-07-04,61.0
468.9,Standard Class,Consumer,East,Technology,Accessories,2017-01-09,2017-07-09,181.0
72.48,Standard Class,Consumer,East,Technology,Accessories,2017-01-09,2017-07-09,181.0
10.95,Standard Class,Consumer,East,Office Supplies,Supplies,2017-01-09,2017-07-09,181.0
191.82,Standard Class,Consumer,East,Furniture,Furnishings,2017-01-09,2017-07-09,181.0
151.056,First Class,Home Office,Central,Office Supplies,Storage,2018-05-08,2018-08-08,92.0
61.568,Standard Class,Consumer,Central,Office Supplies,Storage,2018-04-12,2018-09-12,153.0
44.75,Standard Class,Corporate,West,Technology,Accessories,2018-03-06,2018-07-06,122.0
11.96,Standard Class,Corporate,West,Office Supplies,Paper,2018-03-06,2018-07-06,122.0
3.912,Standard Class,Corporate,West,Office Supplies,Binders,2018-03-06,2018-07-06,122.0
192.8,Same Day,Consumer,West,Office Supplies,Art,2017-04-11,2017-04-11,0.0
354.9,First Class,Consumer,South,Furniture,Bookcases,2017-08-04,2017-11-04,92.0
87.92,Standard Class,Consumer,West,Office Supplies,Storage,2018-03-07,2018-08-07,153.0
81.54,Second Class,Consumer,Central,Office Supplies,Envelopes,2017-03-08,2017-05-08,61.0
167.28,Second Class,Consumer,Central,Technology,Accessories,2017-03-08,2017-05-08,61.0
772.68,Standard Class,Consumer,West,Office Supplies,Storage,2017-03-12,2017-09-12,184.0
26.7,Standard Class,Home Office,Central,Office Supplies,Binders,2015-02-08,2015-08-08,181.0
21.2,Standard Class,Home Office,Central,Technology,Accessories,2015-02-08,2015-08-08,181.0
838.38,Standard Class,Home Office,Central,Office Supplies,Storage,2015-02-08,2015-08-08,181.0
106.8,Standard Class,Consumer,East,Office Supplies,Art,2016-07-08,2016-12-08,153.0
383.84,Standard Class,Consumer,Central,Technology,Phones,2018-04-04,2018-08-04,122.0
7.712,First Class,Home Office,East,Furniture,Furnishings,2018-01-12,2018-03-12,59.0
66.294,Standard Class,Consumer,West,Furniture,Bookcases,2016-05-10,2016-09-10,123.0
291.168,Standard Class,Consumer,West,Furniture,Chairs,2016-05-10,2016-09-10,123.0
88.776,Standard Class,Consumer,Central,Technology,Phones,2015-02-11,2015-07-11,150.0
177.568,Same Day,Consumer,West,Furniture,Chairs,2018-11-09,2018-11-09,0.0
19.44,Same Day,Consumer,West,Office Supplies,Paper,2018-11-09,2018-11-09,0.0
71.28,Same Day,Consumer,West,Office Supplies,Paper,2018-11-09,2018-11-09,0.0
1471.96,Same Day,Consumer,West,Office Supplies,Binders,2018-11-09,2018-11-09,0.0
79.96,Same Day,Consumer,West,Technology,Phones,2018-11-09,2018-11-09,0.0
2.394,First Class,Consumer,Central,Office Supplies,Appliances,2015-02-12,2015-04-12,59.0
58.32,Same Day,Home Office,South,Office Supplies,Paper,2015-07-04,2015-07-04,0.0
200.97,Same Day,Home Office,South,Technology,Phones,2015-07-04,2015-07-04,0.0
3.444,Second Class,Home Office,South,Office Supplies,Binders,2016-06-09,2016-08-09,61.0
384.592,Second Class,Corporate,East,Office Supplies,Supplies,2018-02-11,2018-06-11,120.0
34.5,Standard Class,Corporate,South,Office Supplies,Binders,2018-05-05,2018-10-05,153.0
28.85,Same Day,Consumer,Central,Office Supplies,Binders,2017-06-10,2017-06-10,0.0
3.488,Standard Class,Consumer,South,Office Supplies,Paper,2015-03-11,2015-08-11,153.0
143.856,Standard Class,Consumer,South,Office Supplies,Paper,2015-03-11,2015-08-11,153.0
311.98,Second Class,Home Office,East,Technology,Phones,2016-01-10,2016-04-10,91.0
22.45,Second Class,Home Office,East,Office Supplies,Binders,2016-01-10,2016-04-10,91.0
39.992,Standard Class,Corporate,West,Technology,Phones,2018-02-12,2018-06-12,120.0
1159.056,Standard Class,Corporate,West,Furniture,Chairs,2018-02-12,2018-06-12,120.0
179.9,Standard Class,Corporate,West,Office Supplies,Art,2018-02-12,2018-06-12,120.0
116.312,First Class,Corporate,Central,Technology,Accessories,2018-11-12,2018-12-12,30.0
502.488,Standard Class,Corporate,West,Furniture,Tables,2015-08-07,2015-12-07,122.0
196.704,Standard Class,Corporate,West,Office Supplies,Binders,2015-08-07,2015-12-07,122.0
701.96,First Class,Consumer,South,Furniture,Chairs,2018-02-12,2018-05-12,89.0
24.588,Standard Class,Consumer,Central,Office Supplies,Binders,2015-06-06,2015-12-06,183.0
13.984,Standard Class,Consumer,Central,Office Supplies,Envelopes,2015-06-06,2015-12-06,183.0
6.68,Same Day,Consumer,East,Office Supplies,Paper,2018-05-05,2018-05-05,0.0
17.584,Second Class,Corporate,West,Office Supplies,Supplies,2017-04-11,2017-06-11,61.0
104.784,Second Class,Corporate,West,Furniture,Chairs,2017-04-11,2017-06-11,61.0
47.952,Second Class,Corporate,West,Office Supplies,Paper,2017-04-11,2017-06-11,61.0
650.352,Second Class,Corporate,West,Furniture,Chairs,2017-04-11,2017-06-11,61.0
629.184,Second Class,Corporate,West,Office Supplies,Labels,2017-04-11,2017-06-11,61.0
15.176,Second Class,Corporate,West,Office Supplies,Paper,2017-04-11,2017-06-11,61.0
15.28,Second Class,Home Office,Central,Office Supplies,Envelopes,2015-03-06,2015-07-06,122.0
87.8,Standard Class,Corporate,East,Technology,Phones,2018-05-10,2018-09-10,123.0
221.382,Standard Class,Corporate,East,Furniture,Chairs,2018-05-10,2018-09-10,123.0
5199.96,Standard Class,Corporate,East,Technology,Machines,2018-05-10,2018-09-10,123.0
119.85,First Class,Home Office,East,Technology,Accessories,2016-07-03,2016-10-03,92.0
30.44,First Class,Home Office,East,Office Supplies,Binders,2016-07-03,2016-10-03,92.0
69.28,First Class,Home Office,East,Office Supplies,Binders,2016-07-03,2016-10-03,92.0
587.97,First Class,Home Office,East,Technology,Phones,2016-07-03,2016-10-03,92.0
12.176,Standard Class,Consumer,West,Office Supplies,Binders,2016-01-05,2016-06-05,152.0
37.32,Standard Class,Consumer,West,Office Supplies,Storage,2016-01-05,2016-06-05,152.0
35.06,Standard Class,Consumer,West,Office Supplies,Supplies,2016-01-05,2016-06-05,152.0
108.4,Standard Class,Consumer,Central,Furniture,Furnishings,2018-03-09,2018-08-09,153.0
361.376,Standard Class,Corporate,South,Technology,Phones,2018-03-11,2018-08-11,153.0
8.39,Standard Class,Corporate,East,Office Supplies,Appliances,2016-06-09,2016-12-09,183.0
337.98,Standard Class,Corporate,East,Technology,Phones,2016-06-09,2016-12-09,183.0
41.22,First Class,Home Office,East,Technology,Phones,2018-04-04,2018-05-04,30.0
240.37,First Class,Home Office,East,Office Supplies,Supplies,2018-04-04,2018-05-04,30.0
119.02,First Class,Home Office,East,Technology,Phones,2018-04-04,2018-05-04,30.0
38.08,Standard Class,Corporate,Central,Furniture,Furnishings,2017-03-10,2017-07-10,122.0
83.92,Second Class,Home Office,East,Furniture,Furnishings,2018-03-10,2018-05-10,61.0
6.63,Second Class,Home Office,East,Office Supplies,Art,2018-03-10,2018-05-10,61.0
371.97,Second Class,Home Office,East,Technology,Accessories,2018-03-10,2018-05-10,61.0
4.928,First Class,Home Office,East,Office Supplies,Labels,2017-07-10,2017-10-10,92.0
311.15,Standard Class,Corporate,South,Office Supplies,Envelopes,2016-07-02,2016-11-02,123.0
12.96,Standard Class,Corporate,South,Office Supplies,Paper,2016-07-02,2016-11-02,123.0
824.95,Standard Class,Home Office,East,Technology,Phones,2018-06-08,2018-12-08,183.0
24.64,Standard Class,Home Office,East,Office Supplies,Labels,2018-06-08,2018-12-08,183.0
227.88,Standard Class,Home Office,East,Office Supplies,Art,2018-06-08,2018-12-08,183.0
108.576,Standard Class,Consumer,East,Technology,Phones,2017-08-03,2017-12-03,122.0
5.984,Standard Class,Consumer,East,Office Supplies,Fasteners,2017-08-03,2017-12-03,122.0
25.984,Standard Class,Consumer,South,Office Supplies,Storage,2015-03-11,2015-07-11,122.0
945.036,Standard Class,Consumer,South,Furniture,Tables,2015-03-11,2015-07-11,122.0
14.301,Standard Class,Consumer,South,Office Supplies,Binders,2015-03-11,2015-07-11,122.0
410.352,Standard Class,Consumer,South,Furniture,Furnishings,2015-03-11,2015-07-11,122.0
589.41,First Class,Consumer,East,Furniture,Chairs,2015-04-10,2015-06-10,61.0
7.104,Standard Class,Consumer,Central,Office Supplies,Fasteners,2016-05-03,2016-10-03,153.0
103.5,Second Class,Home Office,Central,Furniture,Furnishings,2018-04-03,2018-06-03,61.0
2.464,Second Class,Home Office,Central,Office Supplies,Labels,2018-04-03,2018-06-03,61.0
8.72,Second Class,Home Office,Central,Office Supplies,Storage,2018-04-03,2018-06-03,61.0
135.99,Standard Class,Corporate,East,Technology,Phones,2015-05-08,2015-11-08,184.0
15.96,Standard Class,Corporate,East,Office Supplies,Art,2015-05-08,2015-11-08,184.0
2079.4,Standard Class,Home Office,East,Office Supplies,Storage,2017-02-12,2017-08-12,181.0
629.95,Standard Class,Home Office,East,Technology,Phones,2017-02-12,2017-08-12,181.0
72.42,Standard Class,Home Office,East,Furniture,Furnishings,2017-02-12,2017-08-12,181.0
100.24,Standard Class,Home Office,Central,Office Supplies,Labels,2015-06-06,2015-10-06,122.0
4.554,Standard Class,Consumer,South,Office Supplies,Binders,2018-03-06,2018-10-06,214.0
5.2,Standard Class,Consumer,South,Office Supplies,Appliances,2018-03-06,2018-10-06,214.0
205.992,Standard Class,Consumer,South,Technology,Accessories,2018-03-06,2018-10-06,214.0
15.552,Standard Class,Consumer,South,Office Supplies,Paper,2018-03-06,2018-10-06,214.0
503.96,Standard Class,Consumer,South,Technology,Phones,2018-03-06,2018-10-06,214.0
24.472,Standard Class,Consumer,South,Office Supplies,Appliances,2018-03-06,2018-10-06,214.0
241.568,Standard Class,Consumer,South,Furniture,Bookcases,2018-03-06,2018-10-06,214.0
110.4,Standard Class,Consumer,South,Technology,Accessories,2018-03-06,2018-10-06,214.0
384.768,Standard Class,Corporate,East,Furniture,Tables,2018-03-06,2018-09-06,184.0
78.66,Standard Class,Corporate,East,Technology,Machines,2018-03-06,2018-09-06,184.0
45.36,Standard Class,Corporate,East,Office Supplies,Paper,2018-03-06,2018-09-06,184.0
539.964,Standard Class,Consumer,East,Technology,Phones,2015-02-11,2015-06-11,120.0
50.232,Standard Class,Consumer,East,Technology,Phones,2015-02-11,2015-06-11,120.0
19.242,Standard Class,Consumer,East,Office Supplies,Binders,2015-02-11,2015-06-11,120.0
19.136,Second Class,Corporate,East,Office Supplies,Paper,2017-09-10,2017-11-10,61.0
332.832,Second Class,Corporate,East,Furniture,Furnishings,2017-09-10,2017-11-10,61.0
23.88,Standard Class,Home Office,West,Office Supplies,Art,2018-06-03,2018-10-03,122.0
11.52,Standard Class,Home Office,West,Office Supplies,Labels,2018-06-03,2018-10-03,122.0
286.93,Standard Class,Home Office,West,Office Supplies,Paper,2018-06-03,2018-10-03,122.0
206.384,Standard Class,Home Office,West,Technology,Phones,2018-06-03,2018-10-03,122.0
8.8,Standard Class,Consumer,Central,Office Supplies,Art,2018-04-12,2018-08-12,122.0
142.8,Standard Class,Consumer,Central,Technology,Accessories,2018-04-12,2018-08-12,122.0
399.95,Standard Class,Consumer,Central,Technology,Accessories,2018-04-12,2018-08-12,122.0
634.116,Standard Class,Home Office,Central,Furniture,Chairs,2015-01-03,2015-05-03,120.0
17.472,Standard Class,Home Office,Central,Office Supplies,Paper,2015-01-03,2015-05-03,120.0
327.564,Second Class,Consumer,East,Furniture,Chairs,2016-01-11,2016-03-11,60.0
1522.638,Standard Class,Corporate,East,Furniture,Chairs,2016-05-06,2016-10-06,153.0
16.14,Standard Class,Consumer,East,Office Supplies,Binders,2015-07-05,2015-12-05,153.0
194.25,Standard Class,Consumer,East,Furniture,Tables,2015-07-05,2015-12-05,153.0
8.64,Standard Class,Consumer,East,Office Supplies,Art,2015-07-05,2015-12-05,153.0
872.32,Standard Class,Consumer,East,Furniture,Chairs,2015-07-05,2015-12-05,153.0
243.992,Second Class,Consumer,Central,Office Supplies,Binders,2018-05-02,2018-08-02,92.0
7.12,Second Class,Consumer,Central,Office Supplies,Art,2018-05-02,2018-08-02,92.0
1049.44,Standard Class,Consumer,West,Technology,Accessories,2018-03-03,2018-08-03,153.0
170.352,Standard Class,Consumer,West,Furniture,Chairs,2018-03-03,2018-08-03,153.0
173.94,Second Class,Consumer,South,Technology,Phones,2016-06-12,2016-11-12,153.0
179.97,Standard Class,Corporate,West,Technology,Accessories,2017-07-08,2017-11-08,123.0
125.93,Standard Class,Corporate,Central,Office Supplies,Art,2016-04-05,2016-11-05,214.0
1.365,Standard Class,Consumer,South,Office Supplies,Binders,2015-06-06,2015-12-06,183.0
62.016,Standard Class,Consumer,South,Office Supplies,Paper,2015-06-06,2015-12-06,183.0
60.72,Standard Class,Corporate,East,Furniture,Furnishings,2015-02-12,2015-07-12,150.0
146.82,Standard Class,Corporate,East,Office Supplies,Paper,2015-02-12,2015-07-12,150.0
239.84,Standard Class,Corporate,East,Furniture,Chairs,2015-02-12,2015-07-12,150.0
15.66,Standard Class,Corporate,East,Office Supplies,Labels,2015-02-12,2015-07-12,150.0
